index,axis-0,axis-1,axis-2,axis-3,label
307,2.0,2.0,1890.684418021402,1093.326740020907,state2
308,2.0,2.0,1872.2244826576157,1024.7612658125577,state2
309,2.0,2.0,1687.6251290197517,771.5964379663445,state2
310,2.0,2.0,1587.4140513306256,681.9338947708105,state2
311,2.0,2.0,1521.4857107456744,655.5625585368301,state2
312,2.0,2.0,1125.915667235966,526.3430109903253,state2
313,2.0,2.0,904.3964428705295,544.8029463541119,state2
314,2.0,2.0,698.7000202454813,671.3853602772184,state2
315,2.0,2.0,524.6492011012097,795.3306405769271,state2
316,2.0,2.0,450.809459646064,898.178851889451,state2
317,2.0,2.0,392.79251993130686,982.5671278381889,state2
318,2.0,2.0,371.6954509441224,1027.3983994359555,state2
319,2.0,2.0,318.9527784761613,1156.6179469824606,state2
320,2.0,2.0,295.2185758655788,1304.2974298927516,state2
321,2.0,3.0,308.4042439825691,1354.4029687373145,state2
322,2.0,3.0,384.88111906111266,1739.4244777534304,state2
323,2.0,3.0,498.27786486722897,1931.9352322614882,state2
324,2.0,3.0,514.1006666076174,1950.3951676252746,state2
325,2.0,3.0,809.4596324281996,2150.817323003527,state2
326,2.0,3.0,867.4765721429568,2156.091590250323,state2
327,2.0,3.0,909.6707101173256,2158.728723873721,state2
328,2.0,3.0,972.9619170788789,2171.9143919907115,state2
329,2.0,3.0,1157.5612707167427,2203.559995471488,state2
330,2.0,3.0,1455.557370160723,2140.2687885099344,state2
331,2.0,3.0,1576.8655168370335,2045.3319780676047,state2
332,2.0,3.0,1634.8824565517907,2013.6863745868282,state2
333,2.0,3.0,1648.068124668781,1997.8635728464396,state2
334,2.0,3.0,1674.4394609027615,1976.7665038592554,state2
335,2.0,3.0,1700.810797136742,1955.6694348720707,state2
336,2.0,3.0,1729.8192669941207,1939.8466331316827,state2
337,2.0,3.0,1837.9417455534408,1792.1671502213912,state2
338,2.0,3.0,1895.958685268198,1699.8674734024594,state2
339,2.0,3.0,1940.7899568659652,1383.4114385946932,state2
340,2.0,3.0,1935.5156896191688,1333.3058997501298,state2
341,2.0,3.0,1927.6042887489748,1277.9260936587707,state2
342,2.0,3.0,1901.2329525149942,1088.0524727741108,state2
343,2.0,3.0,1819.4818101896544,940.37298986382,state2
344,2.0,3.0,1690.2622626431498,797.9677742003249,state2
345,2.0,3.0,1640.1567237985867,734.6765672387718,state2
346,2.0,3.0,1613.7853875646063,721.4908991217814,state2
347,2.0,3.0,1500.38864175849,650.288291290034,state2
348,2.0,3.0,1434.4603011735385,623.9169550560533,state2
349,2.0,3.0,1381.7176287055775,610.7312869390631,state2
350,2.0,3.0,1062.6244602744127,589.6342179518787,state2
351,2.0,3.0,965.0505162086848,597.5456188220729,state2
352,2.0,3.0,883.2993738833451,634.4654895496457,state2
353,2.0,3.0,820.0081669217918,645.0140240432378,state2
354,2.0,3.0,790.9996970644132,660.8368257836261,state2
355,2.0,3.0,566.8433390755786,787.4192397067328,state2
356,2.0,3.0,527.2863347246077,845.43617942149,state2
357,2.0,3.0,437.6237915290738,953.5586579808102,state2
358,2.0,3.0,398.06678717810297,1022.1241321891597,state2
359,2.0,3.0,329.50131296975354,1243.6433565545963,state2
360,2.0,3.0,316.3156448527632,1299.0231626459554,state2
361,2.0,4.0,242.47590339761769,1280.563227282169,state2
362,2.0,4.0,282.0329077485885,1589.1078612197412,state2
363,2.0,4.0,313.6785112293652,1673.496137168479,state2
364,2.0,4.0,345.3241147101418,1726.2388096364402,state2
365,2.0,4.0,369.0583173207243,1778.981482104401,state2
366,2.0,4.0,408.6153216716952,1836.9984218191585,state2
367,2.0,4.0,500.91499849062706,1958.306568495469,state2
368,2.0,4.0,685.5143521284909,2100.711784158964,state2
369,2.0,4.0,838.4681022855782,2158.728723873721,state2
370,2.0,4.0,909.6707101173256,2177.188659237507,state2
371,2.0,4.0,1012.5189214298497,2195.6485946012936,state2
372,2.0,4.0,1284.1436846398494,2179.8257928609055,state2
373,2.0,4.0,1431.8231675501404,2127.0831203929442,state2
374,2.0,4.0,1508.300042628684,2092.80038328877,state2
375,2.0,4.0,1555.768447849849,2066.429047054789,state2
376,2.0,4.0,1587.4140513306256,2050.606245314401,state2
377,2.0,4.0,1619.0596548114022,2029.5091763272162,state2
378,2.0,4.0,1819.4818101896544,1797.4414174681874,state2
379,2.0,4.0,1911.7814870085865,1641.8505336877024,state2
380,2.0,4.0,1953.9756249829554,1446.7026455562464,state2
381,2.0,4.0,1956.6127586063533,1309.5716971395473,state2
382,2.0,4.0,1953.9756249829554,1275.2889600353728,state2
383,2.0,4.0,1948.7013577361593,1238.3690893078,state2
384,2.0,4.0,1888.047284398004,974.6557269679946,state2
385,2.0,4.0,1853.7645472938293,932.4615889936257,state2
386,2.0,4.0,1706.085064383538,739.9508344855677,state2
387,2.0,4.0,1619.0596548114024,668.7482266538203,state2
388,2.0,4.0,1542.5827797328586,616.0055541858593,state2
389,2.0,4.0,1357.983426094995,536.8915454839176,state2
390,2.0,4.0,1289.4179518866454,523.7058773669274,state2
391,2.0,4.0,1183.9326069507233,518.4316101201313,state2
392,2.0,4.0,1107.4557318721797,518.4316101201313,state2
393,2.0,4.0,875.3879730131509,531.6172782371215,state2
394,2.0,4.0,838.4681022855782,544.8029463541119,state2
395,2.0,4.0,806.8224988048015,552.7143472243059,state2
396,2.0,4.0,769.9026280772288,568.5371489646942,state2
397,2.0,4.0,661.7801495179085,637.1026231730438,state2
398,2.0,4.0,556.2948045819863,684.5710283942086,state2
399,2.0,4.0,440.26092515247177,824.3391104343056,state2
400,2.0,4.0,369.05831732072437,898.178851889451,state2
401,2.0,4.0,308.4042439825691,972.0185933445965,state2
402,2.0,5.0,295.21857586557877,1533.728055128382,state2
403,2.0,5.0,300.4928431123749,1604.9306629601297,state2
404,2.0,5.0,503.55213211402514,1937.2094995082844,state2
405,2.0,5.0,569.4804726989765,2005.7749737166337,state2
406,2.0,5.0,609.0374770499474,2032.1463099506145,state2
407,2.0,5.0,943.9534472215004,2185.1000601077017,state2
408,2.0,5.0,1025.70458954684,2187.7371937310995,state2
409,2.0,5.0,1144.3756025997525,2187.7371937310995,state2
410,2.0,5.0,1410.726098562956,2127.0831203929442,state2
411,2.0,5.0,1613.7853875646063,2003.1378400932358,state2
412,2.0,5.0,1666.5280600325673,1958.306568495469,state2
413,2.0,5.0,1753.5534696047032,1855.4583571829448,state2
414,2.0,5.0,1808.9332756960623,1797.4414174681874,state2
415,2.0,5.0,1840.5788791768389,1749.9730122470228,state2
416,2.0,5.0,1874.8616162810135,1636.5762664409062,state2
417,2.0,5.0,1898.595818891596,1568.010792232557,state2
418,2.0,5.0,1924.9671551255767,1433.5169774392562,state2
419,2.0,5.0,1927.6042887489748,1391.3228394648872,state2
420,2.0,5.0,1927.6042887489748,1243.6433565545963,state2
421,2.0,5.0,1885.4101507746059,1069.5925374103244,state2
422,2.0,5.0,1830.0303446832468,974.6557269679946,state2
423,2.0,5.0,1779.9248058386836,890.267451019257,state2
424,2.0,5.0,1434.4603011735385,608.094153315665,state2
425,2.0,5.0,1371.169094211985,597.5456188220729,state2
426,2.0,5.0,1318.426421744024,568.5371489646942,state2
427,2.0,5.0,920.2192446109178,563.2628817178983,state2
428,2.0,5.0,878.025106636549,576.4485498348885,state2
429,2.0,5.0,841.1052359089763,589.6342179518787,state2
430,2.0,5.0,785.725429817617,608.094153315665,state2
431,2.0,5.0,738.2570245964521,631.8283559262476,state2
432,2.0,5.0,667.0544167647046,658.1996921602282,state2
433,2.0,5.0,566.8433390755786,732.0394336153737,state2
434,2.0,5.0,532.5606019714038,761.0479034727522,state2
435,2.0,5.0,482.4550631268407,824.3391104343056,state2
436,2.0,5.0,427.07525703548157,874.4446492788685,state2
437,2.0,5.0,400.703920801501,906.0902527596453,state2
438,2.0,5.0,361.14691645053017,977.2928605913927,state2
439,2.0,5.0,340.0498474633457,1043.221201176344,state2
440,2.0,5.0,311.0413776059671,1088.0524727741108,state2
441,4.0,0.0,342.6869810867438,1275.2889600353728,state1
442,4.0,0.0,345.3241147101418,1554.8251241155667,state1
443,4.0,0.0,347.9612483335399,1620.7534647005177,state2
444,4.0,0.0,382.2439854377146,1678.7704044152752,state1
445,4.0,0.0,408.6153216716952,1752.6101458704206,state1
446,4.0,0.0,558.9319382053843,1913.4752968977018,state1
447,4.0,0.0,653.8687486477144,1997.8635728464396,state1
448,4.0,0.0,717.1599556092676,2040.0577108208086,state1
449,4.0,0.0,849.0166367791704,2090.1632496653715,state1
450,4.0,0.0,936.0420463513061,2108.623185029158,state1
451,4.0,0.0,1152.2870034699465,2111.260318652556,state1
452,4.0,0.0,1471.3801719011112,2016.323508210226,state1
453,4.0,0.0,1547.8570469796548,1939.8466331316827,state1
454,4.0,0.0,1619.0596548114022,1873.9182925467312,state2
455,4.0,0.0,1658.616659162373,1839.6355554425563,state1
456,4.0,0.0,1684.9879953963537,1810.6270855851776,state2
457,4.0,0.0,1748.279202357907,1710.4160078960517,state1
458,4.0,0.0,1785.1990730854798,1612.8420638303237,state1
459,4.0,0.0,1777.2876722152855,1153.9808133590623,state1
460,4.0,0.0,1708.7221980069362,998.3899295785772,state1
461,4.0,0.0,1658.616659162373,914.0016536298393,state1
462,4.0,0.0,1007.2446541830537,647.6511576666359,state1
463,4.0,0.0,899.1221756237335,674.0224939006165,state1
464,4.0,0.0,688.151485751889,761.0479034727522,state1
465,4.0,0.0,506.1892657374232,903.4531191362472,state1
466,4.0,0.0,448.172326022666,985.204261461587,state1
467,4.0,1.0,340.0498474633457,1364.9515032309064,state1
468,4.0,1.0,350.59838195693794,1512.6309861411978,state1
469,4.0,1.0,361.14691645053017,1568.010792232557,state2
470,4.0,1.0,456.08372689286017,1786.8928829745955,state1
471,4.0,1.0,487.72933037363686,1823.8127537021683,state1
472,4.0,1.0,627.4974124137337,1958.306568495469,state1
473,4.0,1.0,806.8224988048015,2063.791913431391,state1
474,4.0,1.0,933.404912727908,2100.711784158964,state1
475,4.0,1.0,1202.3925423145097,2145.5430557567306,state1
476,4.0,1.0,1265.6837492760628,2134.9945212631387,state1
477,4.0,1.0,1336.8863571078105,2113.897452275954,state1
478,4.0,1.0,1384.3547623289753,2084.8889824185753,state1
479,4.0,1.0,1434.4603011735385,2076.9775815483813,state1
480,4.0,1.0,1466.105904654315,2063.791913431391,state1
481,4.0,1.0,1629.6081893049945,1974.129370235857,state1
482,4.0,1.0,1687.6251290197517,1910.838163274304,state1
483,4.0,1.0,1795.7476075790719,1771.070081234207,state1
484,4.0,1.0,1872.2244826576157,1560.0993913623624,state1
485,4.0,1.0,1895.958685268198,1499.4453180242076,state1
486,4.0,1.0,1901.2329525149942,1422.9684429456638,state1
487,4.0,1.0,1909.1443533851884,1349.1287014905183,state1
488,4.0,1.0,1890.684418021402,1177.7150159696448,state1
489,4.0,1.0,1811.5704093194604,990.4785287083829,state1
490,4.0,1.0,1782.5619394620817,932.4615889936257,state1
491,4.0,1.0,1597.962585824218,732.0394336153737,state2
492,4.0,1.0,1421.2746330565483,645.0140240432378,state1
493,4.0,1.0,1278.8694173930533,589.6342179518787,state1
494,4.0,1.0,1009.8817878064518,579.0856834582866,state1
495,4.0,1.0,540.472002841598,832.2505113044996,state1
496,4.0,1.0,500.91499849062706,869.1703820320726,state1
497,4.0,1.0,376.9697181909185,1148.706546112266,state1
498,4.0,1.0,350.59838195693794,1193.5378177100333,state1
499,4.0,2.0,297.85570948897686,1504.7195852710033,state1
500,4.0,2.0,295.21857586557877,1536.3651887517804,state1
501,4.0,2.0,366.4211836973263,1760.5215467406147,state1
502,4.0,2.0,398.0667871781029,1810.6270855851776,state1
503,4.0,2.0,490.3664639970348,1942.4837667550805,state1
504,4.0,2.0,566.8433390755785,2003.1378400932358,state1
505,4.0,2.0,598.4889425563551,2021.5977754570222,state1
506,4.0,2.0,632.7716796605299,2040.0577108208086,state1
507,4.0,2.0,812.0967660515976,2127.0831203929442,state1
508,4.0,2.0,856.9280376493646,2124.4459867695464,state1
509,4.0,2.0,899.1221756237334,2137.6316548865366,state1
510,4.0,2.0,994.0589860660633,2145.5430557567306,state1
511,4.0,2.0,1590.0511849540237,1916.1124305211001,state1
512,4.0,2.0,1616.4225211880043,1868.644025299935,state1
513,4.0,2.0,1653.342391915577,1826.4498873255661,state2
514,4.0,2.0,1801.021874825868,1520.5423870113918,state1
515,4.0,2.0,1830.0303446832468,1354.4029687373145,state1
516,4.0,2.0,1822.1189438130525,1299.0231626459554,state1
517,4.0,2.0,1732.4564006175187,998.3899295785772,state1
518,4.0,2.0,1682.3508617729556,911.3645200064412,state1
519,4.0,2.0,1497.7515081350919,753.1365026025582,state2
520,4.0,2.0,1168.109805210335,631.8283559262476,state1
521,4.0,2.0,1001.9703869362576,605.457019692267,state1
522,4.0,2.0,756.7169599602385,663.4739594070242,state1
523,4.0,2.0,698.7000202454813,689.8452956410048,state1
524,4.0,2.0,656.5058822711123,697.756696511199,state1
525,4.0,2.0,537.8348692182,787.4192397067328,state1
526,4.0,2.0,379.60685181431654,1024.7612658125577,state1
527,4.0,2.0,303.12997673577297,1225.18342119081,state1
528,4.0,2.0,292.58144224218074,1256.8290246715865,state1
529,4.0,2.0,371.6954509441224,-338.6368174842365,state1
530,4.0,3.0,292.58144224218074,1320.1202316331396,state1
531,4.0,3.0,284.6700413719866,1383.4114385946932,state1
532,4.0,3.0,321.58991209955934,1665.584736298285,state1
533,4.0,3.0,382.2439854377146,1723.601676013042,state1
534,4.0,3.0,382.2439854377146,1765.7958139874108,state2
535,4.0,3.0,408.6153216716952,1810.6270855851776,state1
536,4.0,3.0,532.5606019714038,1966.217969365663,state1
537,4.0,3.0,907.0335764939276,2156.091590250323,state1
538,4.0,3.0,1244.5866802888786,2119.17171952275,state1
539,4.0,3.0,1323.7006889908203,2119.17171952275,state1
540,4.0,3.0,1516.2114434988782,2032.1463099506145,state1
541,4.0,3.0,1561.042715096645,1979.4036374826533,state1
542,4.0,3.0,1645.4309910453828,1908.2010296509056,state1
543,4.0,3.0,1719.2707325005283,1786.8928829745955,state1
544,4.0,3.0,1769.3762713450915,1702.5046070258577,state1
545,4.0,3.0,1824.7560774364506,1568.010792232557,state1
546,4.0,3.0,1650.705258292179,853.3475802916843,state1
547,4.0,3.0,1579.5026504604316,795.3306405769271,state1
548,4.0,3.0,1532.0342452392665,737.3137008621699,state1
549,4.0,3.0,1181.2954733273252,597.5456188220729,state1
550,4.0,3.0,645.9573477775201,726.7651663685775,state1
551,4.0,3.0,595.8518089329572,766.3221707195484,state1
552,4.0,3.0,474.54366225664654,874.4446492788685,state1
553,4.0,3.0,384.88111906111266,1032.6726666827517,state1
554,4.0,3.0,332.13844659315157,1103.8752745144993,state1
555,4.0,5.0,295.2185758655788,1357.0401023607124,state1
556,4.0,5.0,282.0329077485885,1422.9684429456638,state1
557,4.0,5.0,297.85570948897686,1491.5339171540131,state1
558,4.0,5.0,403.341054424899,1786.8928829745955,state1
559,4.0,5.0,495.640731243831,1918.749564144498,state1
560,4.0,5.0,685.5143521284909,2045.3319780676047,state1
561,4.0,5.0,888.5736411301413,2148.180189380129,state1
562,4.0,5.0,949.2277144682965,2148.180189380129,state1
563,4.0,5.0,1088.9957965083934,2119.17171952275,state2
564,4.0,5.0,1413.363232186354,2071.703314301585,state1
565,4.0,5.0,1653.342391915577,1871.281158923333,state1
566,4.0,5.0,1708.7221980069362,1778.981482104401,state1
567,4.0,5.0,1769.3762713450915,1670.8590035450811,state1
568,4.0,5.0,1793.110473955674,1604.9306629601297,state1
569,4.0,5.0,1808.9332756960623,1533.728055128382,state1
570,4.0,5.0,1816.8446765662563,1480.9853826604208,state1
571,4.0,5.0,1661.253792785771,887.6303173958589,state1
572,4.0,5.0,1563.679848720043,800.604907823723,state1
573,4.0,5.0,1318.426421744024,652.925424913432,state1
574,4.0,5.0,1147.0127362231506,592.2713515752768,state1
575,4.0,5.0,780.451162570821,655.5625585368301,state1
576,4.0,5.0,714.5228219858695,695.119562887801,state1
577,4.0,5.0,390.15538630790877,1014.2127313189654,state1
578,4.0,5.0,321.58991209955934,1132.883744371878,state1
579,8.0,0.0,392.79251993130686,1586.4707275963433,state1
580,8.0,0.0,427.07525703548157,1655.0362018046926,state2
581,8.0,0.0,453.4465932694621,1718.3274087662458,state2
582,8.0,0.0,469.26939500985037,1757.8844131172168,state2
583,8.0,0.0,490.3664639970348,1818.538486455372,state2
584,8.0,0.0,756.7169599602385,2082.2518487951775,state1
585,8.0,0.0,930.7677791045102,2164.002991120517,state2
586,8.0,0.0,1170.7469388337329,2187.7371937310995,state1
587,8.0,0.0,1429.1860339267423,2108.623185029158,state1
588,8.0,0.0,1566.3169823434412,2016.323508210226,state1
589,8.0,0.0,1592.6883185774218,1997.8635728464396,state1
590,8.0,0.0,1671.8023272793635,1921.3866977678963,state1
591,8.0,0.0,1835.3046119300427,1523.1795206347897,state2
592,8.0,0.0,1806.2961420726642,1056.4068692933342,state2
593,8.0,0.0,1766.7391377216934,1011.5755976955674,state1
594,8.0,0.0,1706.085064383538,908.7273863830434,state2
595,8.0,0.0,1655.9795255389752,871.8075156554706,state2
596,8.0,0.0,1078.447262014801,658.1996921602282,state1
597,8.0,0.0,1007.2446541830537,681.9338947708105,state1
598,8.0,0.0,962.4133825852867,692.4824292644029,state2
599,8.0,0.0,917.5821109875197,710.9423646281892,state1
600,8.0,0.0,698.7000202454813,790.0563733301309,state1
601,8.0,0.0,564.2062054521805,927.1873217468298,state1
602,8.0,0.0,516.7378002310155,1008.9384640721693,state2
603,8.0,0.0,490.3664639970348,1059.0440029167326,state1
604,8.0,0.0,458.72086051625826,1101.2381408911015,state2
605,8.0,0.0,413.88958891849126,1217.2720203206159,state1
606,8.0,1.0,213.46743354023909,1314.8459643863434,state2
607,8.0,1.0,210.83029991684106,1444.065511932848,state2
608,8.0,1.0,218.7417007870352,1570.6479258559548,state1
609,8.0,1.0,237.20163615082157,1647.1248009344986,state2
610,8.0,1.0,382.2439854377146,1871.281158923333,state1
611,8.0,1.0,432.3495242822776,1910.838163274304,state1
612,8.0,1.0,582.6661408159669,2018.9606418336243,state1
613,8.0,1.0,722.4342228560638,2100.711784158964,state2
